时间,PM2.5,PM10,CO,NO2,SO2,O3,zPM2.5,zPM10,zCO,zNO2,zSO2,zO3,风速,压强,降水量,温度,湿度,PM2.5差异,PM10差异,CO差异,NO2差异,SO2差异,O3差异
2018/11/20 21:00,64,95,1.055,10,54,43,102.25,193.5,.8,88.5,15.75,103.75,.3,1017.2,121.7,13.25,80.75,38.25,98.5,-.255,78.5,-38.25,60.75
2018/11/20 22:00,69,90,1.241,9,75,12,105.67,195.67,.833,48.67,16.33,97.33,.2,1017.3,121.7,13,82.33,36.67,105.67,-.408,39.67,-58.67,85.33
2018/11/20 23:00,72,97,1.424,8,75,3,110.25,205.75,.875,72.75,17.25,91.75,.325,1017.25,121.7,13,85.75,38.25,108.75,-.549,64.75,-57.75,88.75
2018/11/21 0:00,75,93,1.305,8,70,4,115,211,.84,66,16.2,93,.46,1017.32,121.86,13,88.4,40,118,-.465,58,-53.8,89
2018/11/21 1:00,74,98,1.144,8,62,3,121.17,224.83,.8,66,16.33,87.5,.233,1017.6,122.317,12.33,93.5,47.17,126.83,-.344,58,-45.67,84.5
2018/11/21 2:00,78,79,1.224,7,58,3,121,222.5,.8,92,16.5,85,.225,1017.1,125.1,12,97.5,43,143.5,-.424,85,-41.5,82
2018/11/21 3:00,74,77,1.224,7,53,4,115,215.67,.8,88,16.67,84.33,.233,1016.833,126.267,12,98,41,138.67,-.424,81,-36.33,80.33
2018/11/21 4:00,63,67,1.177,6,44,7,105.5,197.5,.8,86.5,16.5,83.5,.25,1016.35,126.6,12,99,42.5,130.5,-.377,80.5,-27.5,76.5
2018/11/21 5:00,58,60,1.146,7,53,4,109.67,206.33,.8,87,16.67,82.67,.333,1016.5,126.6,12,99,51.67,146.33,-.346,80,-36.33,78.67
2018/11/21 6:00,58,75,1.247,7,50,3,114.67,211.67,.8,90,16.67,83,.367,1016.667,126.6,12,98,56.67,136.67,-.447,83,-33.33,80
2018/11/21 7:00,64,74,1.409,8,48,3,125.33,233.67,.883,84.5,18.17,82,.383,1018,126.6,12,97.67,61.33,159.67,-.526,76.5,-29.83,79
2018/11/21 8:00,72,81,.95,7,42,4,109,201.17,.8,83.33,16.5,80.67,.383,1018.883,126.6,12,96.17,37,120.17,-.15,76.33,-25.5,76.67
2018/11/21 9:00,60,80,1.039,8,38,10,110.25,214,.775,78.75,16.25,81.75,.375,1019.375,126.6,12,95.25,50.25,134,-.264,70.75,-21.75,71.75
2018/11/21 12:00,96,129,1.067,6,40,17,96.4,188.6,.8,75.8,17.2,87.4,.78,1019.8,126.6,11.6,96.8,.400000000000006,59.6,-.267,69.8,-22.8,70.4
2018/11/21 13:00,60,71,1.358,6,36,30,126.43,253.71,.814,70.29,16.43,87.29,.471,1019.557,126.6,11,96.29,66.43,182.71,-.544,64.29,-19.57,57.29
2018/11/21 14:00,100,106,1.76,8,42,38,134.57,270.14,.9,75.57,16.57,91.71,.929,1019.414,126.6,11.43,93.57,34.57,164.14,-.86,67.57,-25.43,53.71
2018/11/21 15:00,100,112,2.011,9,43,50,123.25,236.75,1,79,16.88,102.13,.625,1019.625,126.6,12,88.5,23.25,124.75,-1.011,70,-26.12,52.13
2018/11/21 16:00,90,104,2.298,11,49,53,120.83,235.33,.983,82.17,16.5,100.83,.483,1020.15,126.6,12,85.33,30.83,131.33,-1.315,71.17,-32.5,47.83
2018/11/21 17:00,91,110,1.533,10,43,60,121,238,.875,74.5,17,95.75,.75,1020.85,126.6,12,81,30,128,-.658,64.5,-26,35.75
2018/11/21 18:00,93,116,2.094,11,50,59,138,266.5,.925,72.5,16.25,58.75,.525,1021.275,126.6,11.75,79.25,45,150.5,-1.169,61.5,-33.75,-.25
2018/11/21 19:00,121,140,2.001,12,55,48,146.8,280.6,.98,91,16.6,105.8,.64,1022.28,126.6,11,77.2,25.8,140.6,-1.021,79,-38.4,57.8
2018/11/21 20:00,122,150,1.594,10,50,54,155,303,.875,81.25,16.25,105.25,.6,1023.35,126.6,11,76.75,33,153,-.719,71.25,-33.75,51.25
2018/11/21 21:00,134,163,1.507,11,46,44,146.2,285,.84,77.6,16.2,95.2,.54,1024.8,126.6,11,79.6,12.2,122,-.667,66.6,-29.8,51.2
2018/11/21 22:00,124,155,1.103,10,42,32,115,223.33,.767,74.5,15.67,88.33,.417,1025.5,126.6,11,82.33,-9,68.33,-.336,64.5,-26.33,56.33
2018/11/21 23:00,86,112,1.078,10,42,26,107,202.33,.767,74,15.67,84,.567,1025.733,126.6,10.33,85.33,21,90.33,-.311,64,-26.33,58
2018/11/22 0:00,75,108,1.041,10,43,20,98.83,187.83,.75,71.5,16,80.67,.3,1025.833,126.6,9.33,90.5,23.83,79.83,-.291,61.5,-27,60.67
2018/11/22 1:00,71,98,1.044,8,42,11,99.33,192.67,.717,73.5,15.83,78.33,.217,1025.783,126.6,8.5,94.5,28.33,94.67,-.327,65.5,-26.17,67.33
2018/11/22 2:00,63,87,1.341,8,45,7,116.5,235.5,.825,76,16.5,80,.575,1025.85,126.6,8.25,95,53.5,148.5,-.516,68,-28.5,73
2018/11/22 3:00,68,96,1.289,8,44,12,130.2,254.4,.78,72.4,16.4,81,.44,1026.18,126.6,8,93,62.2,158.4,-.509,64.4,-27.6,69
2018/11/22 4:00,84,105,1.277,8,41,20,153.33,306,.733,66.83,15.5,79.17,.283,1026.117,126.6,8,92.33,69.33,201,-.544,58.83,-25.5,59.17
2018/11/22 5:00,109,147,1.251,8,44,9,152.67,304.17,.783,72.5,16.33,74.83,.217,1026.183,126.6,7,97.17,43.67,157.17,-.468,64.5,-27.67,65.83
2018/11/22 6:00,108,142,1.34,7,45,4,159.17,320.67,.817,65.83,16.5,73.33,.283,1026.417,126.6,7,98.83,51.17,178.67,-.523,58.83,-28.5,69.33
2018/11/22 7:00,108,143,1.788,10,55,4,164.14,330.71,.886,84.14,18.14,80.43,.257,1026.814,126.6,7.43,97.29,56.14,187.71,-.902,74.14,-36.86,76.43
2018/11/22 8:00,105,150,1.563,12,56,10,147.43,288.14,.886,93.14,17.29,84.43,.371,1027.657,126.6,9.86,85,42.43,138.14,-.677,81.14,-38.71,74.43
2018/11/22 9:00,112,146,1.258,13,51,24,116.17,222.83,.817,88.33,16.67,90,.633,1027.9,126.6,12.33,71.17,4.17,76.83,-.441,75.33,-34.33,66
2018/11/22 10:00,81,109,1.06,11,45,47,88.17,162.33,.8,60.5,15.83,64.83,.35,1027.783,126.6,13.67,59.67,7.17,53.33,-.26,49.5,-29.17,17.83
2018/11/22 11:00,79,96,1.034,12,42,61,91.86,169.86,.8,65,15.43,63.29,.357,1026.986,126.6,13.57,55.43,12.86,73.86,-.234,53,-26.57,2.29
2018/11/22 12:00,74,131,.957,12,34,85,80.67,146,.767,54.83,14.83,57.83,.4,1026.117,126.6,14.17,47.83,6.67,15,-.19,42.83,-19.17,-27.17
2018/11/22 13:00,71,88,1.148,12,38,85,84,153.6,.8,55.8,15.2,57.8,1.18,1025.04,126.6,14.8,41.8,13,65.6,-.348,43.8,-22.8,-27.2
2018/11/22 14:00,73,108,1.24,13,37,88,82.83,152,.817,54.17,15,58.83,.85,1024.633,126.6,14.83,40.67,9.83,44,-.423,41.17,-22,-29.17
2018/11/22 15:00,73,114,1.455,14,39,96,87.8,160.6,.84,62.2,15.6,64,.78,1024.58,126.6,14.2,42,14.8,46.6,-.615,48.2,-23.4,-32
2018/11/22 16:00,78,107,1.726,17,64,76,93.5,174.5,.883,86,15.83,86.17,.583,1024.9,126.6,12.5,49.33,15.5,67.5,-.843,69,-48.17,10.17
2018/11/22 17:00,84,122,1.619,14,94,34,102.6,193,.86,65.4,16.4,113,.26,1025.14,126.6,10.2,62,18.6,71,-.759,51.4,-77.6,79
2018/11/22 18:00,94,146,1.745,11,102,9,95.5,186.25,.9,66,17.25,107,.3,1025.375,126.6,9,69.5,1.5,40.25,-.845,55,-84.75,98
2018/11/22 19:00,90,160,1.916,11,103,4,99.75,188.75,.925,65.25,19,101,.25,1025.35,126.6,9,74.25,9.75,28.75,-.991,54.25,-84,97
2018/11/22 20:00,95,174,1.401,11,94,2,80.17,149,.817,67.33,18.67,96.67,.317,1025.517,126.65,9,71.17,-14.83,-25,-.584,56.33,-75.33,94.67
2018/11/22 21:00,76,126,1.042,10,86,6,68.75,126.5,.775,58.5,16.5,98.5,.4,1025.85,126.7,9,65.75,-7.25,.5,-.267,48.5,-69.5,92.5
2018/11/22 22:00,56,106,.975,10,63,24,59.25,117,.75,88.5,15.75,93.5,.325,1025.6,126.7,9,61.5,3.25,11,-.225,78.5,-47.25,69.5
2018/11/22 23:00,55,86,1.085,11,47,38,63,119.8,.74,75,15.8,92.4,.5,1024.46,126.7,9,62,8,33.8,-.345,64,-31.2,54.4
2018/11/23 0:00,54,82,.946,10,49,30,63.67,121.5,.717,80.5,15,87.5,.333,1024.633,126.7,9,66.33,9.67,39.5,-.229,70.5,-34,57.5
2018/11/23 1:00,54,87,.944,9,51,24,64.4,122.4,.72,84,15.4,86,.26,1024.52,126.7,8.2,69.4,10.4,35.4,-.224,75,-35.6,62
2018/11/23 2:00,50,78,.946,8,59,9,66.6,126.6,.7,95.2,16,85.6,.34,1024.48,126.7,8,72.8,16.6,48.6,-.246,87.2,-43,76.6
2018/11/23 3:00,61,83,.941,9,62,6,73.71,139.14,.7,95.71,15.43,84.29,.243,1023.543,126.7,7.14,76.14,12.71,56.14,-.241,86.71,-46.57,78.29
2018/11/23 4:00,55,83,1.033,9,63,3,77.33,147.67,.7,97,16,83,.267,1023.167,126.7,6.67,78.67,22.33,64.67,-.333,88,-47,80
2018/11/23 5:00,64,94,1.058,11,67,5,86,158.25,.7,73.25,16,85,.275,1022.875,126.7,6.25,78.25,22,64.25,-.358,62.25,-51,80
2018/11/23 6:00,66,108,1.204,11,70,3,95.17,180.33,.75,52.67,16.67,86.33,.383,1022.917,126.7,6,81.67,29.17,72.33,-.454,41.67,-53.33,83.33
2018/11/23 7:00,69,102,1.353,11,71,5,95.75,186.5,.813,73.25,17.25,88.63,.263,1023.163,126.7,6.88,80.88,26.75,84.5,-.54,62.25,-53.75,83.63
2018/11/23 8:00,75,132,1.17,14,61,14,99.8,190.2,.82,84.4,16.8,92.8,1.26,1023.46,126.7,10.4,71.6,24.8,58.2,-.35,70.4,-44.2,78.8
2018/11/23 9:00,82,137,1.115,17,63,27,102.83,195.5,.783,91.83,15.67,99,2.117,1023.45,126.7,11.67,64.17,20.83,58.5,-.332,74.83,-47.33,72
2018/11/23 10:00,92,135,1.025,16,50,47,95.43,177.86,.786,80.71,15.57,107,1.786,1022.243,126.7,13.14,58.86,3.43000000000001,42.86,-.239,64.71,-34.43,60
2018/11/23 11:00,74,125,.944,15,42,66,83.67,150.17,.8,70.5,15,48.83,1.233,1021.433,126.7,15,53.5,9.67,25.17,-.144,55.5,-27,-17.17
2018/11/23 12:00,68,111,.84,12,26,91,66.71,120.14,.757,51.29,14.86,69,1.257,1020.229,126.7,15.86,49.29,-1.29000000000001,9.14,-.083,39.29,-11.14,-22
2018/11/23 13:00,55,97,.803,11,26,98,59.5,107.67,.733,46.33,14.83,78.17,1.5,1019,126.7,17,46.33,4.5,10.67,-.0700000000000001,35.33,-11.17,-19.83
2018/11/23 14:00,55,101,.782,10,26,103,55.5,103.17,.75,47.17,14.5,80.33,1.717,1018.083,126.7,17,45.83,.5,2.17,-.032,37.17,-11.5,-22.67
2018/11/23 15:00,46,89,.791,9,34,91,51,99.67,.75,53.83,14.33,72.17,1.133,1017.733,126.7,16.5,46.5,5,10.67,-.041,44.83,-19.67,-18.83
2018/11/23 16:00,47,84,.829,8,49,73,53.17,102.5,.7,72.5,15,54.5,.917,1017.95,126.7,15,52,6.17,18.5,-.129,64.5,-34,-18.5
2018/11/23 17:00,44,100,.994,8,75,39,59.17,111.67,.717,84.17,15.33,111.67,.4,1018.467,126.7,13.17,60.17,15.17,11.67,-.277,76.17,-59.67,72.67
2018/11/23 18:00,52,139,1.371,8,92,15,69.8,130.4,.84,66.8,16.6,109.8,.14,1019.18,126.7,11.4,70.2,17.8,-8.59999999999999,-.531,58.8,-75.4,94.8
2018/11/23 19:00,71,155,1.517,9,98,3,84.5,159.17,.85,71,17.83,111.83,.617,1019.383,126.7,10.83,75,13.5,4.16999999999999,-.667,62,-80.17,108.83
2018/11/23 20:00,69,142,1.099,10,99,3,105.38,202.75,.763,65.63,16.38,113.25,.625,1019.113,126.7,10.88,76.63,36.38,60.75,-.336,55.63,-82.62,110.25
2018/11/23 21:00,87,135,1.051,11,91,4,110,210,.738,67.5,15.88,108.63,1.225,1019.125,126.7,10.25,77.38,23,75,-.313,56.5,-75.12,104.63
2018/11/23 22:00,84,127,1.095,10,87,2,108.29,206.71,.771,54.86,16.29,102.57,.843,1019.171,126.7,10,79.29,24.29,79.71,-.324,44.86,-70.71,100.57
2018/11/23 23:00,78,128,1.094,10,83,4,105.43,195.14,.757,65.43,16,99,.557,1018.814,126.7,9.57,80.29,27.43,67.14,-.337,55.43,-67,95
2018/11/24 0:00,79,117,1.199,9,75,3,106,200.43,.8,59,16.71,90.71,.386,1019.114,126.7,8.43,86,27,83.43,-.399,50,-58.29,87.71
2018/11/24 1:00,78,111,1.21,8,71,2,104.14,197.57,.786,66.86,16.71,85.86,.214,1019.8,126.7,7.86,89.57,26.14,86.57,-.424,58.86,-54.29,83.86
2018/11/24 2:00,76,99,1.311,8,60,3,103,195.83,.767,78,16.83,80.17,.283,1019.983,126.7,7.33,93.33,27,96.83,-.544,70,-43.17,77.17
2018/11/24 3:00,67,94,1.156,7,54,3,96.43,183,.729,90.43,16.71,79.29,.186,1019.757,126.7,7,93.43,29.43,89,-.427,83.43,-37.29,76.29
2018/11/24 4:00,69,81,1.102,7,52,3,92.38,169.75,.763,81.63,16.75,76.63,.25,1019.638,126.7,7,95.25,23.38,88.75,-.339,74.63,-35.25,73.63
2018/11/24 5:00,58,87,1.175,8,53,2,100.17,187.5,.8,91.17,16.83,79,.233,1020.133,126.7,7,94.33,42.17,100.5,-.375,83.17,-36.17,77
2018/11/24 6:00,65,125,1.301,8,55,2,97.83,183,.767,87.67,17,78.17,.267,1020.633,126.7,7,95.33,32.83,58,-.534,79.67,-38,76.17
2018/11/24 7:00,67,152,1.438,9,60,4,96.8,186.6,.82,93,17.6,81,.38,1020.98,126.7,7.4,93,29.8,34.6,-.618,84,-42.4,77
2018/11/24 8:00,67,107,1.349,12,66,4,97.67,177.17,.85,60.5,19.5,91.83,.8,1021.683,126.7,10.5,79.17,30.67,70.17,-.499,48.5,-46.5,87.83
2018/11/24 9:00,73,113,1.515,17,77,5,101.83,183.5,.967,69.83,20.5,99.5,.567,1021.983,126.7,13.17,69.5,28.83,70.5,-.548,52.83,-56.5,94.5
2018/11/24 10:00,85,133,1.477,18,81,12,99.33,179.67,.983,55.67,18.67,108.33,.683,1022,126.7,15,62,14.33,46.67,-.494,37.67,-62.33,96.33
2018/11/24 11:00,81,137,1.38,18,84,18,93,167,1,68,16.86,114.86,.671,1021.843,126.7,16.29,56.43,12,30,-.38,50,-67.14,96.86
2018/11/24 12:00,84,131,1.307,19,84,26,89.5,162.5,.983,47.83,17,121.67,.75,1021.283,126.7,17.67,51.67,5.5,31.5,-.324,28.83,-67,95.67
2018/11/24 13:00,67,124,1.476,22,81,44,82.33,144.17,1.017,58,16.5,128.67,.667,1020.65,126.7,19.17,45,15.33,20.17,-.459,36,-64.5,84.67
2018/11/24 14:00,73,112,1.495,21,86,51,83.29,147,1.029,69.86,16.14,135,.643,1020.657,126.7,19.43,43.86,10.29,35,-.466,48.86,-69.86,84
2018/11/24 15:00,79,118,1.493,19,102,46,91.33,166.5,.967,61.17,16.67,144.5,.383,1020.95,126.7,18.5,47.67,12.33,48.5,-.526,42.17,-85.33,98.5
2018/11/24 16:00,88,127,1.344,18,105,62,96.17,179.33,.917,76.5,16.83,149.33,.267,1021.017,126.7,16.5,54.5,8.17,52.33,-.427,58.5,-88.17,87.33
2018/11/24 17:00,99,155,1.99,15,150,11,117.8,224.8,1.06,79.2,21,146,.2,1021.02,126.7,13.8,68.6,18.8,69.8,-.93,64.2,-129,135
2018/11/24 18:00,131,270,1.957,15,134,2,104.67,194.83,.95,60.5,19.17,131.33,.183,1021.317,126.7,12.5,71.33,-26.33,-75.17,-1.007,45.5,-114.83,129.33
2018/11/24 19:00,97,173,1.46,12,105,8,99.43,188,.886,72.14,16.57,112.86,.214,1021.614,126.7,12.14,74,2.43000000000001,15,-.574,60.14,-88.43,104.86
2018/11/24 20:00,95,142,1.303,12,77,25,104.5,193.33,.817,65.83,16.67,108,.2,1021.683,126.7,12,75.5,9.5,51.33,-.486,53.83,-60.33,83
2018/11/24 21:00,85,127,1.428,13,83,16,115.6,210.4,.82,73.2,17.2,101.4,.28,1021.62,126.7,11.8,77.2,30.6,83.4,-.608,60.2,-65.8,85.4
2018/11/24 22:00,97,131,1.501,12,92,5,121.83,234.17,.833,61.5,17,98.17,.233,1021.683,126.7,11.17,79.5,24.83,103.17,-.668,49.5,-75,93.17
2018/11/24 23:00,103,149,1.787,11,84,4,127.17,240.5,.85,60,16.33,91.67,.167,1021.6,126.7,10.83,83.17,24.17,91.5,-.937,49,-67.67,87.67
2018/11/25 0:00,98,140,1.564,10,75,4,134.43,260.14,.857,63.86,17.14,89.57,.229,1021.343,126.7,10.14,85.43,36.43,120.14,-.707,53.86,-57.86,85.57
2018/11/25 1:00,105,143,1.598,10,69,6,142,276.17,.867,74.5,17,87.83,.25,1021.067,126.7,9.83,87.33,37,133.17,-.731,64.5,-52,81.83
2018/11/25 2:00,110,151,1.637,9,63,9,154,296.83,.9,78.17,16.5,85,.35,1020.717,126.7,9.17,89.17,44,145.83,-.737,69.17,-46.5,76
2018/11/25 3:00,117,144,1.751,9,63,8,156.33,301,.867,82.5,16.33,83.67,.217,1020.483,126.7,9,92.33,39.33,157,-.884,73.5,-46.67,75.67
2018/11/25 4:00,113,149,1.762,9,63,5,165.5,325.17,.883,86,16.83,77.67,.133,1020.05,126.7,8.17,95.17,52.5,176.17,-.879,77,-46.17,72.67
2018/11/25 5:00,124,147,1.776,10,61,5,173.57,342.71,.871,90.86,16.57,79.43,.214,1020,126.7,8,97.14,49.57,195.71,-.905,80.86,-44.43,74.43
2018/11/25 6:00,122,159,1.799,9,59,2,179.4,353.2,.88,85.6,18,79.8,.24,1019.94,126.7,8,98.2,57.4,194.2,-.919,76.6,-41,77.8
2018/11/25 7:00,124,156,1.873,11,68,4,175,345,.929,69,18.86,87.71,.343,1019.843,126.7,9.29,94.86,51,189,-.944,58,-49.14,83.71
2018/11/25 8:00,120,189,1.743,13,71,12,161.9,315.3,.9,61.3,17.9,95.5,.37,1020.31,126.7,11.7,83.9,41.9,126.3,-.843,48.3,-53.1,83.5
2018/11/25 9:00,131,177,1.823,15,80,14,163.4,314.4,1.04,52.6,18,107.6,.78,1020.76,126.7,13.8,75.2,32.4,137.4,-.783,37.6,-62,93.6
2018/11/25 10:00,142,186,1.799,16,79,39,161.71,304.43,1,59.71,17.43,125.43,.8,1020.343,126.7,15.71,67.71,19.71,118.43,-.799,43.71,-61.57,86.43
2018/11/25 11:00,139,185,1.624,17,60,89,151.29,274.86,1.014,79,16.57,91.57,.8,1019.457,126.7,17.71,58.86,12.29,89.86,-.61,62,-43.43,2.56999999999999
2018/11/25 12:00,125,174,1.366,16,37,143,121.86,222,.929,57.14,16,94.43,.686,1018.529,126.7,19.14,49.57,-3.14,48,-.437,41.14,-21,-48.57
2018/11/25 13:00,107,140,1.224,15,31,163,103.67,187.67,.9,38.67,15.33,124.67,.433,1017.95,126.7,19.67,44.83,-3.33,47.67,-.324,23.67,-15.67,-38.33
2018/11/25 14:00,90,119,1.204,14,31,170,98.2,175.7,.84,40.2,14.9,125,.73,1017.86,126.7,19,47.3,8.2,56.7,-.364,26.2,-16.1,-45
2018/11/25 15:00,84,120,1.235,13,40,157,98.6,179,.82,52.6,15.2,112.6,.62,1018.04,126.7,17.8,51.2,14.6,59,-.415,39.6,-24.8,-44.4
2018/11/25 16:00,101,165,1.34,12,53,133,106.57,197,.814,73.29,15.86,93.71,.371,1018.343,126.7,16.57,56.29,5.56999999999999,32,-.526,61.29,-37.14,-39.29
2018/11/25 17:00,98,184,1.374,13,64,107,112.17,211.17,.833,82.5,15.83,61.67,.25,1018.567,126.7,14.5,66.33,14.17,27.17,-.541,69.5,-48.17,-45.33
2018/11/25 18:00,102,158,1.849,10,114,32,138.8,259,.92,53,17,129.6,.14,1019.12,126.7,13,77,36.8,101,-.929,43,-97,97.6
2018/11/25 19:00,128,176,1.865,11,102,29,163.38,309.88,.913,64.25,16.88,123.5,.225,1019.325,126.7,12.25,82.75,35.38,133.88,-.952,53.25,-85.12,94.5
2018/11/25 20:00,143,193,1.819,11,97,23,172.63,331.25,.913,65.25,17.13,120.63,.188,1019.65,126.7,12,84.13,29.63,138.25,-.906,54.25,-79.87,97.63
2018/11/25 21:00,142,191,2.128,11,102,4,178.5,345.5,1,67,18.17,108,.333,1019.767,126.7,11.17,89.83,36.5,154.5,-1.128,56,-83.83,104
2018/11/25 22:00,142,185,2.443,10,90,2,188.17,364.5,1.067,67.5,18.5,94.83,.183,1019.717,126.7,11,93.5,46.17,179.5,-1.376,57.5,-71.5,92.83
2018/11/25 23:00,140,190,2.502,9,79,2,187.33,361.83,1.15,65.17,20.33,85.83,.2,1019.533,126.7,10,96.67,47.33,171.83,-1.352,56.17,-58.67,83.83
2018/11/26 0:00,134,173,2.485,9,66,2,190,377.25,1.075,62.5,20.25,83.75,.3,1019.5,126.7,10,97.75,56,204.25,-1.41,53.5,-45.75,81.75
2018/11/26 1:00,133,165,2.321,10,62,2,180.86,355.57,1.057,73.71,19.43,80.14,.286,1019.3,126.7,10,98.57,47.86,190.57,-1.264,63.71,-42.57,78.14
2018/11/26 2:00,118,156,2.271,10,58,2,178.17,348.5,1.017,81.67,19.33,83.67,.267,1019.1,126.7,9.67,99,60.17,192.5,-1.254,71.67,-38.67,81.67
2018/11/26 3:00,117,156,2.115,9,50,2,171.14,337.43,.971,82,17.71,76.29,.271,1019.114,126.7,9,99.57,54.14,181.43,-1.144,73,-32.29,74.29
2018/11/26 4:00,110,136,1.952,9,46,2,169.25,332.5,.95,77.25,18,73.75,.225,1019.2,126.7,9,100,59.25,196.5,-1.002,68.25,-28,71.75
2018/11/26 5:00,106,138,1.709,9,51,2,170,334.17,.883,85.83,18.17,76.17,.217,1019.5,126.7,9,100,64,196.17,-.826,76.83,-32.83,74.17
2018/11/26 6:00,106,144,1.626,9,47,2,162.33,316.5,.883,76.67,17.83,73.67,.167,1019.933,126.7,8.83,100,56.33,172.5,-.743,67.67,-29.17,71.67
2018/11/26 7:00,100,140,1.81,10,50,2,167.17,328.5,.95,88.5,21.5,81.17,.467,1020.533,126.7,9.17,100,67.17,188.5,-.86,78.5,-28.5,79.17
2018/11/26 8:00,96,127,1.853,10,57,3,162.43,321.57,.957,72.57,19.71,84.71,.5,1021.257,126.7,10,100,66.43,194.57,-.896,62.57,-37.29,81.71
2018/11/26 9:00,98,152,1.713,10,70,6,162.5,344.83,.917,64.83,17.67,91.67,.767,1021.783,126.7,10.5,100,64.5,192.83,-.796,54.83,-52.33,85.67
2018/11/26 10:00,101,157,1.702,8,68,10,144.83,320.33,.967,68.83,17.67,94.5,.567,1021.733,126.7,11.17,98.83,43.83,163.33,-.735,60.83,-50.33,84.5
2018/11/26 11:00,104,169,1.79,8,54,33,133.78,286.56,.956,78.22,17.56,101.22,.967,1021.022,126.7,12,96,29.78,117.56,-.834,70.22,-36.44,68.22
2018/11/26 12:00,117,141,1.514,8,55,44,130.71,276.57,.9,83.29,16.71,106.57,.614,1020.1,126.7,12.57,93.43,13.71,135.57,-.614,75.29,-38.29,62.57
2018/11/26 13:00,129,135,1.502,8,58,55,129.8,269,.92,74,16.6,114.6,.38,1019.64,126.7,13.2,90,.800000000000011,134,-.582,66,-41.4,59.6
2018/11/26 14:00,143,151,1.595,8,69,50,142.5,293.67,.967,66,17.67,119.33,.467,1019.633,126.7,14.5,85.17,-.5,142.67,-.628,58,-51.33,69.33
2018/11/26 15:00,155,175,1.637,8,83,44,151.5,305.83,1.017,63.83,17.33,127.83,.55,1019.317,126.7,15,82,-3.5,130.83,-.62,55.83,-65.67,83.83
2018/11/26 16:00,168,193,1.791,8,99,21,162.13,329.5,.988,71.75,17.75,119.38,.488,1019.413,126.7,13.5,89,-5.87,136.5,-.803,63.75,-81.25,98.38
2018/11/26 17:00,164,208,2.029,8,101,3,167.71,338.71,.971,86,18.57,96.71,.171,1020.1,126.7,11.29,97.57,3.71000000000001,130.71,-1.058,78,-82.43,93.71
2018/11/26 18:00,152,222,2.497,9,93,3,179.22,363.67,1.2,59.22,22.78,91.67,.222,1020.778,126.7,11,99.67,27.22,141.67,-1.297,50.22,-70.22,88.67
2018/11/26 19:00,144,220,2.87,11,79,2,177.86,368.43,1.214,80.43,26.71,83.71,.314,1021.029,126.7,10.29,100,33.86,148.43,-1.656,69.43,-52.29,81.71
2018/11/26 20:00,140,216,2.614,12,77,2,179,364.33,1.183,61.67,34.33,94.17,.567,1021.15,126.7,10,100,39,148.33,-1.431,49.67,-42.67,92.17
2018/11/26 21:00,127,219,1.988,12,84,1,155.71,312.86,1.029,77.14,25.43,100.86,.671,1021.386,126.7,9.57,100,28.71,93.86,-.959,65.14,-58.57,99.86
2018/11/26 22:00,79,93,1.677,9,77,1,124,244.2,.96,54.4,18.4,95,.66,1021.58,126.7,9.8,100,45,151.2,-.717,45.4,-58.6,94
2018/11/26 23:00,54,61,1.5,7,77,2,110.11,215.22,.889,68.67,17.44,93.78,.611,1021.511,126.7,9.78,100,56.11,154.22,-.611,61.67,-59.56,91.78
2018/11/27 0:00,45,53,1.456,7,75,3,100.14,190.71,.886,70.86,16.71,93.29,.543,1021.157,126.7,9,100,55.14,137.71,-.57,63.86,-58.29,90.29
2018/11/27 1:00,39,50,1.686,6,64,8,95.14,192.86,.9,83.71,17.29,89,.843,1020.771,126.7,9,100,56.14,142.86,-.786,77.71,-46.71,81
2018/11/27 2:00,43,51,1.454,6,43,23,89.71,180,.857,75.57,16.43,85.14,.629,1020.514,126.7,9,100,46.71,129,-.597,69.57,-26.57,62.14
2018/11/27 3:00,44,51,1.412,6,32,37,83,167.43,.814,63.43,15.86,84.86,.7,1020.9,126.7,9,100,39,116.43,-.598,57.43,-16.14,47.86
2018/11/27 4:00,36,61,1.386,6,26,48,88.33,178,.8,56.67,16,82.67,.633,1020.867,126.7,8,100,52.33,117,-.586,50.67,-10,34.67
2018/11/27 5:00,42,62,1.386,6,27,46,89.67,183,.8,58,15.83,82.67,.533,1020.917,126.7,8,100,47.67,121,-.586,52,-11.17,36.67
2018/11/27 6:00,46,69,1.425,6,33,39,97.33,200.5,.8,62,16.17,81,.683,1021.4,126.7,8,100,51.33,131.5,-.625,56,-16.83,42
2018/11/27 7:00,45,69,1.716,6,43,27,93.5,193.63,.875,74,17.13,83.5,.663,1021.913,126.7,8,100,48.5,124.63,-.841,68,-25.87,56.5
2018/11/27 8:00,51,71,1.884,6,47,26,84.86,171.14,.871,81,17.14,86.29,.686,1022.043,126.7,8,100,33.86,100.14,-1.013,75,-29.86,60.29
2018/11/27 9:00,55,66,1.656,6,51,28,94.4,189.6,.88,87,16.8,91.2,.62,1022.34,126.7,8.6,100,39.4,123.6,-.776,81,-34.2,63.2
2018/11/27 10:00,72,82,1.762,7,60,32,92.38,183.5,.925,90.13,17.88,104.5,.725,1022.138,126.7,11.38,88,20.38,101.5,-.837,83.13,-42.12,72.5
2018/11/27 11:00,87,102,1.966,8,70,36,94.25,179,1.025,87.5,18.5,115,.7,1021.475,126.7,14.75,72,7.25,77,-.941,79.5,-51.5,79
