PM2.5,PM10,CO,NO2,SO2,O3,year,month,day,hour,minute
154,166,2.18,63,20,97,2019,2,23,14,0
169,188,2.15,65,20,75,2019,2,23,15,0
161,180,2.04,79,16,48,2019,2,23,16,0
152,172,1.91,86,13,21,2019,2,23,17,0
136,167,1.88,81,12,20,2019,2,23,18,0
137,161,1.92,80,12,19,2019,2,23,19,0
142,165,2.13,98,12,4,2019,2,23,20,0
148,174,2.44,100,13,3,2019,2,23,21,0
146,184,2.64,81,14,2,2019,2,23,22,0
143,185,2.5,72,12,3,2019,2,23,23,0
131,167,2.2,65,11,3,2019,2,24,0,0
121,158,2.45,54,11,2,2019,2,24,1,0
124,147,2.36,49,12,2,2019,2,24,2,0
109,136,2.34,46,11,3,2019,2,24,3,0
109,136,2.31,51,12,2,2019,2,24,4,0
111,146,2.39,60,11,2,2019,2,24,5,0
106,129,2.43,59,11,3,2019,2,24,6,0
84,109,2.56,61,13,4,2019,2,24,7,0
78,103,2.58,67,13,5,2019,2,24,8,0
114,141,2.74,80,15,7,2019,2,24,9,0
135,165,2.66,95,16,14,2019,2,24,10,0
159,201,1.53,79,19,90,2019,2,25,18,0
142,178,1.29,66,17,75,2019,2,25,19,0
101,129,1.34,94,15,32,2019,2,25,20,0
93,125,1.27,86,14,24,2019,2,25,21,0
73,97,1.1,46,13,50,2019,2,25,22,0
63,84,1.16,36,12,58,2019,2,25,23,0
72,81,1.29,30,12,58,2019,2,26,0,0
88,97,1.31,37,13,45,2019,2,26,1,0
101,116,1.35,36,13,41,2019,2,26,2,0
109,122,1.35,34,12,41,2019,2,26,3,0
100,109,1.46,30,12,42,2019,2,26,4,0
105,115,1.61,34,12,51,2019,2,26,7,0
108,120,1.45,26,12,69,2019,2,26,8,0
84,106,1.34,29,14,92,2019,2,26,9,0
121,316,0.63,33,10,73,2019,2,26,12,0
36,83,1.24,44,10,26,2019,2,26,16,0
37,53,1.22,38,9,37,2019,2,26,17,0
33,47,1.11,27,9,44,2019,2,26,18,0
30,35,1.12,36,8,47,2019,2,26,19,0
27,32,1.07,36,8,45,2019,2,26,20,0
26,28,1.05,30,8,52,2019,2,26,21,0
27,35,1.02,26,9,54,2019,2,26,22,0
27,41,1.02,21,9,59,2019,2,26,23,0
29,32,1,20,9,63,2019,2,27,0,0
30,38,0.98,23,9,63,2019,2,27,1,0
33,40,1.01,16,9,66,2019,2,27,2,0
35,37,0.94,17,8,70,2019,2,27,3,0
32,28,0.96,18,8,68,2019,2,27,4,0
35,42,1.04,21,9,66,2019,2,27,5,0
41,34,1.21,32,9,57,2019,2,27,6,0
39,43,1.2,33,9,55,2019,2,27,7,0
38,46,1.13,33,9,56,2019,2,27,8,0
38,56,1.1,33,9,56,2019,2,27,9,0
43,46,1.15,39,9,56,2019,2,27,10,0
47,62,1.18,40,10,57,2019,2,27,11,0
51,57,1.21,29,9,66,2019,2,27,12,0
53,53,1.14,26,9,77,2019,2,27,13,0
46,45,1.22,30,9,79,2019,2,27,14,0
47,48,1.22,35,9,77,2019,2,27,15,0
48,51,1.2,53,9,60,2019,2,27,17,0
44,51,1.12,38,9,68,2019,2,27,18,0
45,42,1.06,45,9,63,2019,2,27,19,0
42,32,1.02,20,9,70,2019,2,27,23,0
48,49,1.07,28,9,61,2019,2,28,2,0
71,73,1.14,23,9,58,2019,2,28,5,0
58,65,1.17,36,9,50,2019,2,28,6,0
55,66,1.17,38,9,49,2019,2,28,7,0
53,62,1.2,38,9,49,2019,2,28,8,0
52,59,1.11,31,10,55,2019,2,28,9,0
50,56,1.17,38,10,58,2019,2,28,10,0
48,53,1.19,42,10,56,2019,2,28,11,0
58,64,1.27,57,11,45,2019,2,28,12,0
63,79,1.22,53,11,52,2019,2,28,13,0
54,77,1.22,47,10,63,2019,2,28,14,0
52,66,1.16,42,10,68,2019,2,28,15,0
48,62,1.21,51,10,64,2019,2,28,16,0
57,75,1.3,52,10,67,2019,2,28,17,0
70,114,1.48,67,10,65,2019,2,28,18,0
77,92,1.59,69,10,56,2019,2,28,19,0
76,105,1.91,69,10,43,2019,2,28,20,0
79,106,1.81,68,10,39,2019,2,28,21,0
93,106,1.74,68,10,39,2019,2,28,22,0
84,106,1.74,62,10,44,2019,2,28,23,0
81,100,1.51,66,10,41,2019,3,1,0,0
90,109,1.33,64,10,42,2019,3,1,1,0
77,105,1.38,63,10,45,2019,3,1,2,0
74,90,1.32,49,10,48,2019,3,1,3,0
72,83,1.38,49,10,50,2019,3,1,4,0
72,89,1.58,54,12,43,2019,3,1,5,0
69,89,2.03,63,12,37,2019,3,1,6,0
70,92,1.96,57,12,35,2019,3,1,7,0
58,88,1.89,54,13,45,2019,3,1,8,0
53,89,1.98,58,14,46,2019,3,1,9,0
55,86,1.6,52,13,57,2019,3,1,10,0
48,79,1.48,45,13,71,2019,3,1,11,0
64,82,1.6,50,13,78,2019,3,1,12,0
65,95,1.53,42,12,85,2019,3,1,13,0
59,90,1.56,44,12,90,2019,3,1,14,0
71,103,1.65,52,11,91,2019,3,1,15,0
80,107,1.79,62,11,87,2019,3,1,16,0
85,114,1.88,65,11,84,2019,3,1,17,0
104,122,2.2,64,11,72,2019,3,1,18,0
167,193,2.1,49,10,72,2019,3,1,19,0
186,207,2.02,36,10,81,2019,3,1,20,0
161,189,1.83,28,10,100,2019,3,1,21,0
141,156,1.85,25,10,105,2019,3,1,22,0
120,149,1.88,24,11,102,2019,3,1,23,0
108,138,1.81,26,11,94,2019,3,2,0,0
104,124,1.68,23,11,90,2019,3,2,1,0
75,99,1.66,22,11,87,2019,3,2,2,0
80,89,1.73,22,11,89,2019,3,2,3,0
86,100,1.84,23,11,88,2019,3,2,4,0
84,103,1.7,26,11,93,2019,3,2,5,0
71,91,1.86,44,11,74,2019,3,2,6,0
96,118,1.96,41,11,69,2019,3,2,7,0
97,114,1.95,43,11,70,2019,3,2,8,0
68,86,1.72,39,10,83,2019,3,2,9,0
70,81,1.86,37,10,96,2019,3,2,10,0
102,113,1.98,46,10,94,2019,3,2,11,0
150,157,1.96,38,10,102,2019,3,2,12,0
151,166,1.74,36,10,97,2019,3,2,13,0
102,118,1.56,30,11,99,2019,3,2,14,0
60,83,1.57,34,10,101,2019,3,2,15,0
74,90,1.58,39,10,98,2019,3,2,16,0
67,99,1.64,40,10,94,2019,3,2,17,0
57,78,1.49,38,10,89,2019,3,2,18,0
45,69,1.43,38,10,89,2019,3,2,19,0
42,65,1.45,41,10,84,2019,3,2,20,0
44,73,1.43,36,10,91,2019,3,2,21,0
44,67,1.5,40,10,93,2019,3,2,22,0
46,71,1.48,81,11,63,2019,3,2,23,0
50,87,1.59,65,10,49,2019,3,3,0,0
51,85,1.41,54,11,60,2019,3,3,1,0
49,85,1.37,39,11,72,2019,3,3,2,0
51,74,1.39,35,11,78,2019,3,3,3,0
51,75,1.4,36,11,78,2019,3,3,4,0
58,76,1.44,44,11,77,2019,3,3,5,0
61,84,1.45,49,11,62,2019,3,3,6,0
68,96,1.56,48,10,58,2019,3,3,7,0
73,90,1.56,57,11,58,2019,3,3,8,0
68,101,1.68,57,11,57,2019,3,3,9,0
69,96,1.64,55,12,65,2019,3,3,10,0
68,96,1.79,45,11,71,2019,3,3,11,0
60,87,1.68,26,11,94,2019,3,3,12,0
51,71,1.38,25,10,104,2019,3,3,13,0
38,65,1.33,25,10,104,2019,3,3,14,0
41,61,1.33,27,9,106,2019,3,3,15,0
38,67,1.41,32,9,101,2019,3,3,16,0
56,87,1.44,29,9,99,2019,3,3,17,0
57,91,1.42,25,9,98,2019,3,3,18,0
52,80,1.43,31,9,93,2019,3,3,19,0
53,76,1.36,27,9,88,2019,3,3,20,0
61,76,1.42,33,9,82,2019,3,3,21,0
62,77,1.4,29,9,81,2019,3,3,22,0
66,83,1.39,32,9,79,2019,3,3,23,0
81,99,1.38,30,9,75,2019,3,4,0,0
69,92,1.4,28,9,75,2019,3,4,1,0
69,92,1.42,25,9,76,2019,3,4,2,0
68,90,1.48,29,10,70,2019,3,4,3,0
75,113,1.58,34,9,65,2019,3,4,4,0
78,104,1.77,45,10,61,2019,3,4,5,0
84,107,1.89,60,11,30,2019,3,4,6,0
82,128,1.92,68,12,15,2019,3,4,7,0
94,135,1.84,60,11,28,2019,3,4,8,0
87,117,1.98,39,12,59,2019,3,4,9,0
84,102,1.78,36,11,73,2019,3,4,10,0
82,111,1.69,32,11,83,2019,3,4,11,0
85,113,1.53,24,10,97,2019,3,4,12,0
67,96,1.52,22,9,111,2019,3,4,13,0
93,127,1.13,50,11,82,2019,3,4,21,0
97,123,1.23,33,10,96,2019,3,4,22,0
95,134,1.06,26,11,102,2019,3,4,23,0
87,118,1.04,25,11,103,2019,3,5,0,0
88,109,1.16,26,11,96,2019,3,5,1,0
98,113,1.2,24,11,88,2019,3,5,2,0
99,132,1.18,26,11,85,2019,3,5,3,0
99,128,1.28,31,11,78,2019,3,5,4,0
99,129,1.28,32,11,77,2019,3,5,5,0
93,119,1.25,34,11,74,2019,3,5,6,0
94,116,1.27,37,11,71,2019,3,5,7,0
91,119,1.22,44,10,65,2019,3,5,8,0
91,103,1.29,52,10,56,2019,3,5,9,0
81,89,1.24,39,10,64,2019,3,5,10,0
78,85,1.28,36,10,74,2019,3,5,11,0
57,63,1.1,38,10,63,2019,3,5,17,0
59,63,1.3,47,10,50,2019,3,5,19,0
89,92,1.19,30,10,65,2019,3,6,0,0
93,97,1.11,20,9,77,2019,3,6,1,0
99,105,1.18,33,10,53,2019,3,6,4,0
91,101,1.27,36,9,68,2019,3,6,5,0
143,160,3.08,53,10,40,2019,3,6,7,0
176,185,3.79,49,11,44,2019,3,6,8,0
188,214,2.3,49,12,48,2019,3,6,9,0
111,131,1.67,35,11,68,2019,3,6,10,0
87,110,1.84,40,12,67,2019,3,6,11,0
93,114,2.11,39,13,73,2019,3,6,12,0
107,139,2.09,44,14,76,2019,3,6,13,0
111,138,1.74,36,12,91,2019,3,6,14,0
102,119,1.74,45,12,89,2019,3,6,15,0
94,129,1.21,42,11,93,2019,3,6,16,0
54,100,1.58,98,10,48,2019,3,6,17,0
73,113,2.14,136,13,12,2019,3,6,18,0
96,170,2.15,132,13,12,2019,3,6,19,0
87,155,1.47,110,12,21,2019,3,6,20,0
54,110,1.22,36,12,76,2019,3,6,21,0
90,133,1.3,31,11,82,2019,3,6,22,0
94,145,1.14,18,10,88,2019,3,6,23,0
80,132,1.36,19,10,88,2019,3,7,0,0
116,153,1.37,18,10,90,2019,3,7,1,0
116,147,1.44,22,11,80,2019,3,7,2,0
137,161,1.36,22,11,79,2019,3,7,3,0
116,144,1.15,27,10,74,2019,3,7,4,0
70,103,1.08,24,10,64,2019,3,7,5,0
63,102,1,30,11,60,2019,3,7,6,0
47,91,0.92,24,10,62,2019,3,7,7,0
36,92,0.95,24,10,61,2019,3,7,8,0
32,88,0.98,22,11,65,2019,3,7,9,0
37,82,0.94,23,10,66,2019,3,7,10,0
31,71,0.79,18,10,66,2019,3,7,11,0
22,55,0.8,18,10,70,2019,3,7,12,0
14,50,0.79,17,10,73,2019,3,7,13,0
20,46,0.79,15,10,80,2019,3,7,14,0
32,45,0.83,19,10,78,2019,3,7,15,0
25,47,0.9,23,10,80,2019,3,7,16,0
24,55,0.9,28,11,80,2019,3,7,17,0
30,58,0.88,35,10,79,2019,3,7,18,0
36,61,0.91,42,11,62,2019,3,7,19,0
32,67,0.97,53,10,44,2019,3,7,22,0
25,66,0.94,33,10,50,2019,3,7,23,0
31,56,0.96,26,10,56,2019,3,8,0,0
30,49,0.9,26,10,59,2019,3,8,2,0
28,49,1,33,10,49,2019,3,8,3,0
34,55,1.42,44,11,37,2019,3,8,5,0
43,67,1.6,55,12,29,2019,3,8,6,0
46,86,1.35,41,12,42,2019,3,8,7,0
45,81,1.25,33,13,52,2019,3,8,8,0
38,66,1.08,31,11,57,2019,3,8,9,0
25,59,0.93,25,10,65,2019,3,8,10,0
18,47,0.9,23,10,66,2019,3,8,11,0
23,48,0.96,21,10,69,2019,3,8,12,0
19,49,0.93,23,10,72,2019,3,8,13,0
25,52,0.95,28,10,71,2019,3,8,14,0
27,60,1.04,28,11,77,2019,3,8,15,0
32,60,1.02,33,11,72,2019,3,8,16,0
35,70,1.07,37,11,77,2019,3,8,17,0
39,70,1.03,33,11,76,2019,3,8,18,0
36,63,0.97,30,10,82,2019,3,8,19,0
34,54,1.02,29,10,74,2019,3,8,20,0
27,49,0.93,30,11,75,2019,3,8,21,0
27,52,0.95,26,10,70,2019,3,8,22,0
33,50,0.96,28,10,63,2019,3,8,23,0
38,59,1,27,11,59,2019,3,9,0,0
37,60,1,25,10,60,2019,3,9,1,0
36,58,0.98,23,11,64,2019,3,9,2,0
34,51,1.01,22,10,58,2019,3,9,3,0
37,54,1.04,23,11,56,2019,3,9,4,0
38,53,1.11,28,10,47,2019,3,9,5,0
40,59,1.15,38,11,46,2019,3,9,6,0
38,68,1.12,40,11,45,2019,3,9,7,0
43,84,1.15,41,12,47,2019,3,9,8,0
49,77,1.25,46,12,46,2019,3,9,9,0
54,90,1.67,54,12,44,2019,3,9,10,0
50,84,1.59,57,13,47,2019,3,9,11,0
56,90,1.52,56,12,45,2019,3,9,12,0
53,96,1.47,53,12,59,2019,3,9,13,0
54,95,1.33,36,12,78,2019,3,9,14,0
52,91,1.61,38,12,83,2019,3,9,15,0
64,99,1.87,72,13,63,2019,3,9,16,0
83,137,1.5,56,12,76,2019,3,9,17,0
73,105,1.52,56,11,78,2019,3,9,18,0
74,113,1.73,81,11,39,2019,3,9,19,0
81,120,1.66,89,11,32,2019,3,9,20,0
90,131,1.72,95,12,17,2019,3,9,21,0
90,130,1.51,92,11,34,2019,3,9,22,0
94,124,1.44,82,11,36,2019,3,9,23,0
88,121,1.57,81,10,29,2019,3,10,0,0
89,118,1.53,89,11,27,2019,3,10,1,0
89,116,1.44,77,11,36,2019,3,10,2,0
86,113,1.61,77,12,27,2019,3,10,3,0
95,127,1.71,75,13,28,2019,3,10,4,0
101,124,1.74,51,13,32,2019,3,10,5,0
104,126,2.18,46,12,33,2019,3,10,6,0
128,157,1.96,42,12,39,2019,3,10,7,0
125,144,1.39,37,12,47,2019,3,10,8,0
105,116,1.47,39,11,54,2019,3,10,9,0
85,108,1.45,34,11,64,2019,3,10,10,0
67,79,1.51,29,11,70,2019,3,10,11,0
52,69,1.26,22,11,82,2019,3,10,12,0
44,51,1.84,31,11,87,2019,3,10,13,0
67,72,2.13,36,12,80,2019,3,10,14,0
49,76,1.44,26,11,94,2019,3,10,15,0
30,46,1.33,26,11,100,2019,3,10,16,0
30,47,2.04,56,11,74,2019,3,10,17,0
62,86,2.87,95,12,24,2019,3,10,18,0
80,125,3.11,107,12,14,2019,3,10,19,0
91,173,3.23,104,13,6,2019,3,10,20,0
80,121,2.69,109,13,7,2019,3,10,21,0
74,124,1.86,98,12,9,2019,3,10,22,0
58,88,1.58,88,12,12,2019,3,10,23,0
58,92,1.49,80,12,12,2019,3,11,0,0
56,91,1.46,80,12,14,2019,3,11,1,0
48,82,1.55,76,13,14,2019,3,11,2,0
49,77,1.73,71,13,8,2019,3,11,3,0
57,85,1.74,80,13,9,2019,3,11,4,0
72,107,1.84,89,15,9,2019,3,11,5,0
83,130,2.22,98,15,12,2019,3,11,6,0
101,167,2.06,79,14,41,2019,3,11,7,0
114,161,1.55,51,13,65,2019,3,11,8,0
84,146,1.38,31,12,75,2019,3,11,9,0
68,154,1.25,24,11,68,2019,3,11,10,0
60,160,1.18,21,11,69,2019,3,11,11,0
43,175,1.11,17,10,70,2019,3,11,12,0
40,161,1.1,22,11,76,2019,3,11,13,0
38,160,1.12,20,10,81,2019,3,11,14,0
37,127,1.21,29,11,81,2019,3,11,15,0
41,144,1.26,30,10,85,2019,3,11,16,0
44,132,1.3,36,11,80,2019,3,11,17,0
50,126,1.38,50,11,68,2019,3,11,18,0
54,125,1.53,81,11,49,2019,3,11,19,0
46,157,1.5,85,11,39,2019,3,11,20,0
50,147,1.52,69,10,48,2019,3,11,21,0
47,142,1.62,91,10,26,2019,3,11,22,0
53,143,1.9,90,11,12,2019,3,11,23,0
55,133,1.82,86,11,11,2019,3,12,0,0
56,131,1.86,90,12,9,2019,3,12,1,0
63,155,1.75,92,13,7,2019,3,12,2,0
59,155,1.76,96,14,8,2019,3,12,3,0
60,169,1.96,92,14,8,2019,3,12,4,0
65,164,2.27,89,16,6,2019,3,12,5,0
65,182,2.57,99,18,7,2019,3,12,6,0
65,210,2.42,95,23,14,2019,3,12,7,0
57,177,1.53,64,16,32,2019,3,12,8,0
38,130,1.32,43,13,45,2019,3,12,9,0
33,115,1.22,28,11,59,2019,3,12,10,0
41,81,0.71,23,14,58,2019,3,13,1,0
32,76,0.82,26,16,53,2019,3,13,2,0
24,75,1.26,32,20,39,2019,3,13,3,0
31,76,1.32,39,18,34,2019,3,13,4,0
32,79,1.21,43,16,28,2019,3,13,5,0
43,85,1.06,44,16,29,2019,3,13,6,0
38,91,0.88,32,16,46,2019,3,13,7,0
34,89,0.84,29,16,58,2019,3,13,8,0
45,100,0.88,29,18,69,2019,3,13,9,0
43,103,0.89,28,17,82,2019,3,13,10,0
46,95,0.76,21,16,100,2019,3,13,11,0
37,74,0.75,22,16,104,2019,3,13,12,0
37,78,0.75,18,16,115,2019,3,13,13,0
34,77,0.65,16,15,119,2019,3,13,14,0
28,63,0.7,22,15,114,2019,3,13,15,0
45,98,1.02,74,18,53,2019,3,13,18,0
65,124,1.09,90,21,29,2019,3,13,19,0
71,139,1.06,88,23,31,2019,3,13,20,0
71,150,1.14,81,25,28,2019,3,13,21,0
68,134,1.32,95,27,12,2019,3,13,22,0
71,126,1.39,96,25,6,2019,3,13,23,0
69,128,1.3,99,23,4,2019,3,14,0,0
66,123,1.3,97,24,2,2019,3,14,1,0
70,128,1.35,95,24,3,2019,3,14,2,0
61,119,1.21,80,17,9,2019,3,14,6,0
61,129,1.54,70,23,22,2019,3,14,7,0
71,125,2.04,62,38,45,2019,3,14,8,0
46,103,1.64,42,32,76,2019,3,14,9,0
47,79,1.42,34,28,94,2019,3,14,10,0
41,72,1.06,22,21,116,2019,3,14,11,0
37,67,0.9,19,17,125,2019,3,14,12,0
31,59,0.86,19,16,136,2019,3,14,13,0
38,67,0.79,17,16,137,2019,3,14,14,0
32,58,0.8,25,15,129,2019,3,14,15,0
27,58,0.87,25,15,132,2019,3,14,16,0
31,60,0.93,51,14,102,2019,3,14,17,0
35,75,0.98,60,16,82,2019,3,14,18,0
40,79,1.11,84,16,50,2019,3,14,19,0
49,102,1.42,117,15,8,2019,3,14,20,0
50,111,1.55,121,16,4,2019,3,14,21,0
49,113,1.93,117,17,4,2019,3,14,22,0
59,116,1.58,113,18,4,2019,3,14,23,0
53,105,1.37,108,17,4,2019,3,15,0,0
57,108,1.52,97,18,3,2019,3,15,1,0
60,101,1.24,96,19,3,2019,3,15,2,0
50,91,1.16,92,20,4,2019,3,15,3,0
49,88,1.52,84,22,3,2019,3,15,4,0
55,87,1.84,79,23,4,2019,3,15,5,0
50,100,1.6,80,22,8,2019,3,15,6,0
55,100,1.08,62,18,30,2019,3,15,7,0
46,90,0.98,50,18,52,2019,3,15,8,0
50,93,1,47,20,63,2019,3,15,9,0
52,96,1.13,31,25,95,2019,3,15,10,0
46,93,1.09,22,22,106,2019,3,15,11,0
38,75,0.8,17,17,114,2019,3,15,12,0
27,71,0.66,16,14,113,2019,3,15,13,0
19,62,0.57,16,13,114,2019,3,15,14,0
18,53,0.59,19,13,113,2019,3,15,15,0
17,50,0.61,17,13,115,2019,3,15,16,0
13,50,0.72,41,14,91,2019,3,15,17,0
21,67,0.94,73,16,55,2019,3,15,18,0
33,73,1.16,109,16,15,2019,3,15,19,0
47,104,2.26,111,18,3,2019,3,15,21,0
59,100,1.4,68,20,11,2019,3,16,4,0
55,97,1.38,72,19,7,2019,3,16,5,0
66,112,1.38,62,24,22,2019,3,16,7,0
62,115,1.17,60,24,54,2019,3,16,9,0
51,115,1.06,50,22,76,2019,3,16,10,0
55,101,0.87,26,18,119,2019,3,16,11,0
36,79,1.14,34,26,116,2019,3,16,12,0
40,72,1.32,38,29,116,2019,3,16,13,0
23,63,0.88,26,19,130,2019,3,16,15,0
38,68,1.13,46,22,108,2019,3,16,16,0
46,77,1.06,60,23,86,2019,3,16,17,0
48,88,1.42,117,19,24,2019,3,16,18,0
64,123,2.16,118,17,5,2019,3,16,19,0
77,155,2.38,118,18,4,2019,3,16,20,0
66,136,2.5,107,18,4,2019,3,16,21,0
72,123,1.86,77,18,2,2019,3,17,2,0
71,107,1.82,86,20,2,2019,3,17,3,0
72,130,1.93,78,20,2,2019,3,17,4,0
72,118,2.1,76,20,3,2019,3,17,5,0
72,167,1.57,108,39,10,2019,3,17,7,0
74,136,1.15,49,27,104,2019,3,17,10,0
54,86,1.07,37,25,130,2019,3,17,11,0
51,85,0.99,25,23,145,2019,3,17,12,0
44,84,0.88,20,19,152,2019,3,17,13,0
47,78,0.94,23,22,158,2019,3,17,14,0
52,81,0.94,27,20,160,2019,3,17,15,0
63,106,1.04,31,20,164,2019,3,17,16,0
77,135,1.25,42,24,134,2019,3,17,18,0
126,198,1.21,39,24,104,2019,3,17,19,0
89,154,1.26,46,22,80,2019,3,17,20,0
79,144,1.33,43,22,84,2019,3,17,21,0
83,131,1.34,37,22,94,2019,3,17,23,0
99,146,1.33,40,21,77,2019,3,18,1,0
122,165,1.45,44,20,56,2019,3,18,4,0
132,164,1.46,56,20,41,2019,3,18,5,0
132,174,1.56,66,19,29,2019,3,18,6,0
133,179,1.47,52,21,44,2019,3,18,7,0
140,182,1.53,63,20,39,2019,3,18,8,0
134,193,1.6,65,22,43,2019,3,18,9,0
126,184,1.35,44,22,86,2019,3,18,10,0
90,117,1.16,31,16,114,2019,3,18,11,0
68,89,1.02,24,15,125,2019,3,18,12,0
58,77,0.93,18,14,134,2019,3,18,13,0
43,59,0.96,19,15,130,2019,3,18,14,0
41,61,0.92,22,15,118,2019,3,18,15,0
44,62,0.9,23,14,106,2019,3,18,16,0
37,58,1.02,48,13,63,2019,3,18,19,0
54,83,1.05,87,14,5,2019,3,18,22,0
54,79,0.96,75,15,4,2019,3,19,0,0
61,77,0.95,70,14,4,2019,3,19,1,0
63,84,1,52,16,8,2019,3,19,4,0
65,83,1.09,52,17,7,2019,3,19,5,0
75,87,1.24,52,21,10,2019,3,19,6,0
81,95,1.26,45,23,28,2019,3,19,7,0
78,98,1.12,28,21,62,2019,3,19,8,0
61,74,1.12,25,18,82,2019,3,19,9,0
57,66,1.06,14,16,108,2019,3,19,10,0
40,60,0.99,11,16,132,2019,3,19,11,0
45,104,1.13,17,14,132,2019,3,19,14,0
56,80,1.1,20,15,144,2019,3,19,15,0
61,82,1.06,26,14,135,2019,3,19,16,0
62,94,1.03,27,14,128,2019,3,19,17,0
54,94,1.09,27,15,134,2019,3,19,18,0
71,103,1.03,24,14,124,2019,3,19,19,0
50,75,1.06,24,15,123,2019,3,19,20,0
62,88,1.02,27,15,122,2019,3,19,21,0
51,84,0.99,25,15,103,2019,3,19,22,0
39,65,0.96,25,15,85,2019,3,19,23,0
32,56,0.94,24,15,76,2019,3,20,0,0
28,52,1,24,13,62,2019,3,20,1,0
32,49,1.01,22,12,57,2019,3,20,2,0
35,43,1.07,26,13,46,2019,3,20,3,0
31,41,1.1,27,13,39,2019,3,20,4,0
36,47,1.22,34,13,36,2019,3,20,5,0
44,45,1.38,43,14,27,2019,3,20,6,0
42,58,1.37,39,16,35,2019,3,20,7,0
48,57,1.4,37,16,40,2019,3,20,8,0
50,65,1.4,39,16,34,2019,3,20,9,0
52,101,1.44,22,16,54,2019,3,20,10,0
42,60,1.58,27,16,37,2019,3,20,11,0
37,58,1.39,22,16,42,2019,3,20,12,0
21,29,1.33,19,15,49,2019,3,20,13,0
30,43,1.31,20,14,54,2019,3,20,14,0
30,27,1.41,25,14,53,2019,3,20,15,0
26,28,1.42,30,13,56,2019,3,20,16,0
26,31,1.45,30,12,55,2019,3,20,17,0
36,49,1.31,22,12,53,2019,3,20,18,0
39,40,1.36,28,11,50,2019,3,20,19,0
39,49,1.34,30,12,47,2019,3,20,21,0
56,57,1.53,23,12,58,2019,3,20,23,0
62,63,2,26,16,53,2019,3,21,0,0
63,71,1.34,29,12,37,2019,3,21,3,0
67,76,1.43,52,12,9,2019,3,21,5,0
73,82,1.55,57,12,10,2019,3,21,6,0
72,90,1.5,53,14,22,2019,3,21,7,0
87,100,1.58,64,14,31,2019,3,21,8,0
86,107,1.31,47,15,62,2019,3,21,9,0
96,116,1.43,30,15,54,2019,3,21,10,0
143,160,1.38,24,13,50,2019,3,21,11,0
95,112,0.99,13,13,74,2019,3,21,12,0
35,55,0.89,12,12,79,2019,3,21,13,0
28,55,0.9,13,11,79,2019,3,21,14,0
25,53,0.97,16,11,78,2019,3,21,15,0
36,56,0.94,18,11,74,2019,3,21,16,0
35,63,0.97,21,11,70,2019,3,21,17,0
37,61,0.86,17,12,70,2019,3,21,18,0
23,47,0.78,18,12,68,2019,3,21,19,0
17,33,0.81,21,13,63,2019,3,21,20,0
21,44,0.96,18,13,67,2019,3,21,21,0
42,61,0.95,16,13,70,2019,3,21,22,0
43,51,0.89,15,13,74,2019,3,21,23,0
29,40,0.77,10,12,80,2019,3,22,0,0
30,34,0.76,9,12,76,2019,3,22,1,0
20,29,0.78,13,14,68,2019,3,22,2,0
26,33,0.77,11,15,68,2019,3,22,3,0
23,31,0.75,12,14,68,2019,3,22,4,0
18,29,0.76,13,13,71,2019,3,22,5,0
15,33,0.7,16,15,68,2019,3,22,9,0
16,32,0.76,19,16,70,2019,3,22,10,0
20,39,0.82,23,15,70,2019,3,22,11,0
18,31,0.69,22,14,76,2019,3,22,12,0
17,25,0.76,23,15,79,2019,3,22,13,0
15,32,0.75,22,16,76,2019,3,22,14,0
15,44,0.84,27,16,73,2019,3,22,15,0
22,49,0.87,24,14,83,2019,3,22,16,0
24,45,0.87,28,15,70,2019,3,22,17,0
26,48,0.91,29,16,69,2019,3,22,18,0
28,43,0.93,31,16,65,2019,3,22,19,0
24,38,0.86,36,16,55,2019,3,22,20,0
25,45,0.99,42,15,44,2019,3,22,21,0
22,48,0.96,48,16,34,2019,3,22,22,0
16,45,0.72,31,15,44,2019,3,22,23,0
9,41,0.7,21,15,52,2019,3,23,0,0
21,33,0.71,24,15,48,2019,3,23,1,0
18,34,0.77,23,16,44,2019,3,23,2,0
16,34,0.97,32,16,34,2019,3,23,3,0
18,39,0.87,47,16,21,2019,3,23,4,0
26,39,0.82,41,16,30,2019,3,23,5,0
21,40,0.85,48,16,29,2019,3,23,6,0
24,46,1.01,46,18,30,2019,3,23,7,0
23,54,1.11,34,21,50,2019,3,23,8,0
31,63,0.99,31,19,64,2019,3,23,9,0
37,60,0.95,33,17,68,2019,3,23,10,0
32,52,0.88,26,16,82,2019,3,23,11,0
28,48,1.25,26,22,93,2019,3,23,12,0
37,54,1.59,33,28,99,2019,3,23,13,0
43,69,1.13,27,22,121,2019,3,23,14,0
34,73,1.04,26,21,125,2019,3,23,15,0
40,58,1.06,27,20,121,2019,3,23,16,0
41,55,1.15,45,18,92,2019,3,23,17,0
52,76,1.17,59,15,65,2019,3,23,18,0
55,80,0.92,44,16,74,2019,3,23,19,0
48,62,1.06,58,15,56,2019,3,23,20,0
39,72,1,54,16,57,2019,3,23,21,0
50,67,1.06,64,16,36,2019,3,23,22,0
72,95,1.43,39,19,40,2019,3,24,1,0
83,110,1.48,44,18,32,2019,3,24,2,0
89,112,1.46,46,17,23,2019,3,24,3,0
97,122,1.48,46,18,19,2019,3,24,4,0
98,111,1.5,47,18,22,2019,3,24,5,0
97,119,1.41,48,18,24,2019,3,24,6,0
